Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00      21/107         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [184]
                0.00    0.00      86/107         std::vector<int, std::allocator<int> >::push_back(int const&) [107]
[99]     0.0    0.00    0.00     107         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [99]
-----------------------------------------------
                0.00    0.00      64/64          std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [102]
[100]    0.0    0.00    0.00      64         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&&) [100]
                0.00    0.00     128/128         std::remove_reference<std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&>(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&) [96]
                0.00    0.00      64/64          std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl_data&&) [101]
-----------------------------------------------
                0.00    0.00      64/64          std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&&) [100]
[101]    0.0    0.00    0.00      64         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl_data&&) [101]
-----------------------------------------------
                0.00    0.00      64/64          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [103]
[102]    0.0    0.00    0.00      64         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [102]
                0.00    0.00      64/64          std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl&&) [100]
-----------------------------------------------
                0.00    0.00       1/64          run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
                0.00    0.00      63/64          void std::__relocate_object_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [29]
[103]    0.0    0.00    0.00      64         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [103]
                0.00    0.00      64/64          std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_base(std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [102]
-----------------------------------------------
                0.00    0.00      63/63          void std::__relocate_object_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [29]
[104]    0.0    0.00    0.00      63         std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>::type&& std::move<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [104]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<double, std::allocator<double> >::push_back(double&&) [106]
[105]    0.0    0.00    0.00      50         void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [105]
                0.00    0.00     136/157         double&& std::forward<double>(std::remove_reference<double>::type&) [95]
                0.00    0.00      43/1013        operator new(unsigned long, void*) [93]
                0.00    0.00       7/7           std::vector<double, std::allocator<double> >::end() [182]
                0.00    0.00       7/7           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [181]
-----------------------------------------------
                0.00    0.00      50/50          run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[106]    0.0    0.00    0.00      50         std::vector<double, std::allocator<double> >::push_back(double&&) [106]
                0.00    0.00      50/50          std::remove_reference<double&>::type&& std::move<double&>(double&) [108]
                0.00    0.00      50/50          void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [105]
-----------------------------------------------
                0.00    0.00      50/50          run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[107]    0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::push_back(int const&) [107]
                0.00    0.00      86/107         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [99]
                0.00    0.00      43/1013        operator new(unsigned long, void*) [93]
                0.00    0.00       7/7           std::vector<int, std::allocator<int> >::end() [185]
                0.00    0.00       7/7           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [184]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<double, std::allocator<double> >::push_back(double&&) [106]
[108]    0.0    0.00    0.00      50         std::remove_reference<double&>::type&& std::move<double&>(double&) [108]
-----------------------------------------------
                0.00    0.00      22/44          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [40]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::difference_type __gnu_cxx::operator-<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&, __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [157]
[109]    0.0    0.00    0.00      44         __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [109]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [32]
[110]    0.0    0.00    0.00      42         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__niter_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [110]
-----------------------------------------------
                0.00    0.00      42/42          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [153]
[111]    0.0    0.00    0.00      42         double* std::__niter_base<double*>(double*) [111]
-----------------------------------------------
                0.00    0.00      42/42          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [154]
[112]    0.0    0.00    0.00      42         int* std::__niter_base<int*>(int*) [112]
-----------------------------------------------
                0.00    0.00      14/28          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::difference_type __gnu_cxx::operator-<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&) [164]
[113]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::base() const [113]
-----------------------------------------------
                0.00    0.00      14/28          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [181]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [165]
[114]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [114]
-----------------------------------------------
                0.00    0.00      14/28          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [184]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [166]
[115]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [115]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [167]
[116]    0.0    0.00    0.00      28         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::size() const [116]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [168]
[117]    0.0    0.00    0.00      28         std::vector<double, std::allocator<double> >::size() const [117]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [169]
[118]    0.0    0.00    0.00      28         std::vector<int, std::allocator<int> >::size() const [118]
-----------------------------------------------
                0.00    0.00      11/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::end() [159]
                0.00    0.00      11/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::begin() [160]
[119]    0.0    0.00    0.00      22         __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul>* const&) [119]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_check_len(unsigned long, char const*) const [158]
[120]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::max_size() const [120]
                0.00    0.00      22/100076      std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_get_Tp_allocator() const [71]
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_max_size(std::allocator<std::array<double, 3ul> > const&) [121]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::max_size() const [120]
[121]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_max_size(std::allocator<std::array<double, 3ul> > const&) [121]
                0.00    0.00      22/186402      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [62]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [40]
[122]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [122]
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_do_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&, std::integral_constant<bool, true>) [123]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [122]
[123]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_do_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&, std::integral_constant<bool, true>) [123]
                0.00    0.00      22/22          std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [126]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [40]
[124]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_use_relocate() [124]
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [125]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_use_relocate() [124]
[125]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [125]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_do_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&, std::integral_constant<bool, true>) [123]
[126]    0.0    0.00    0.00      22         std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [126]
                0.00    0.00      66/100120      std::array<double, 3ul>* std::__niter_base<std::array<double, 3ul>*>(std::array<double, 3ul>*) [68]
                0.00    0.00      22/22          std::enable_if<std::__is_bitwise_relocatable<std::array<double, 3ul>, void>::value, std::array<double, 3ul>*>::type std::__relocate_a_1<std::array<double, 3ul>, std::array<double, 3ul> >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [127]
-----------------------------------------------
                0.00    0.00      22/22          std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [126]
[127]    0.0    0.00    0.00      22         std::enable_if<std::__is_bitwise_relocatable<std::array<double, 3ul>, void>::value, std::array<double, 3ul>*>::type std::__relocate_a_1<std::array<double, 3ul>, std::array<double, 3ul> >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [127]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [36]
                0.00    0.00      14/15          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
[128]    0.0    0.00    0.00      15         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() [128]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<double, std::allocator<double> >::~vector() [224]
                0.00    0.00      14/15          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [181]
[129]    0.0    0.00    0.00      15         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [129]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<int, std::allocator<int> >::~vector() [226]
                0.00    0.00      14/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [184]
[130]    0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [130]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::end() [179]
                0.00    0.00       7/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::begin() [180]
[131]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::__normal_iterator(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* const&) [131]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<double, std::allocator<double> >::end() [182]
                0.00    0.00       7/14          std::vector<double, std::allocator<double> >::begin() [183]
[132]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [132]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::end() [185]
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::begin() [186]
[133]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [133]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [137]
[134]    0.0    0.00    0.00      14         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() const [134]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::max_size() const [138]
[135]    0.0    0.00    0.00      14         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [135]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::max_size() const [139]
[136]    0.0    0.00    0.00      14         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [136]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [167]
[137]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [137]
                0.00    0.00      14/14          std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() const [134]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_max_size(std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [140]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [168]
[138]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::max_size() const [138]
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [143]
                0.00    0.00      14/14          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [135]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [169]
[139]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::max_size() const [139]
                0.00    0.00      14/14          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [136]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [148]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [137]
[140]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_max_size(std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [140]
                0.00    0.00      14/186402      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [62]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
[141]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_use_relocate() [141]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [142]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_use_relocate() [141]
