Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[21]     0.1    0.01    0.00  200108         __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul> const* const&) [21]
-----------------------------------------------
                0.01    0.00  100054/100054      std::array<double, 3ul>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*, std::array<double, 3ul> >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [23]
[22]     0.1    0.01    0.00  100054         std::array<double, 3ul>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [22]
                0.00    0.00  100054/100054      std::array<double, 3ul>* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [79]
-----------------------------------------------
                0.00    0.01  100054/100054      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [20]
[23]     0.1    0.00    0.01  100054         std::array<double, 3ul>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*, std::array<double, 3ul> >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [23]
                0.01    0.00  100054/100054      std::array<double, 3ul>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [22]
-----------------------------------------------
                0.00    0.00  100054/100054      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [20]
[24]     0.0    0.00    0.00  100054         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::end() const [24]
                0.00    0.00  100054/200108      __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul> const* const&) [21]
-----------------------------------------------
                0.00    0.00  100054/100054      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [20]
[25]     0.0    0.00    0.00  100054         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::begin() const [25]
                0.00    0.00  100054/200108      __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul> const* const&) [21]
-----------------------------------------------
                0.00    0.00   50000/50000       run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[26]     0.0    0.00    0.00   50000         accept_or_reject(double, double) [26]
                0.00    0.00   36338/186338      random_double(double, double) [12]
-----------------------------------------------
                0.00    0.00      50/50          run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[27]     0.0    0.00    0.00      50         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::push_back(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [27]
                0.00    0.00       7/7           void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
                0.00    0.00      43/100054      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [20]
                0.00    0.00      86/107         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const& std::forward<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>::type&) [98]
                0.00    0.00      43/1013        operator new(unsigned long, void*) [93]
                0.00    0.00       7/7           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::end() [179]
-----------------------------------------------
                0.00    0.00       7/7           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::push_back(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [27]
[28]     0.0    0.00    0.00       7         void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [30]
                0.00    0.00       7/100054      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [20]
                0.00    0.00      21/107         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const& std::forward<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>::type&) [98]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_use_relocate() [141]
                0.00    0.00      14/15          std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() [128]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::base() const [113]
                0.00    0.00       7/7           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00       7/7           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::begin() [180]
                0.00    0.00       7/7           __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::difference_type __gnu_cxx::operator-<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > > const&) [164]
                0.00    0.00       7/7           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_allocate(unsigned long) [170]
                0.00    0.00       7/1013        operator new(unsigned long, void*) [93]
                0.00    0.00       7/8           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_deallocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, unsigned long) [161]
-----------------------------------------------
                0.00    0.00      63/63          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a_1<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [33]
[29]     0.0    0.00    0.00      63         void std::__relocate_object_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [29]
                0.00    0.00      63/100119      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~vector() [10]
                0.00    0.00     126/126         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&& std::forward<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::type&) [97]
                0.00    0.00      63/63          std::remove_reference<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>::type&& std::move<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [104]
                0.00    0.00      63/1013        operator new(unsigned long, void*) [93]
                0.00    0.00      63/64          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&&) [103]
                0.00    0.00      63/239         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [94]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [28]
[30]     0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [30]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [31]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [30]
[31]     0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [31]
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [32]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [31]
[32]     0.0    0.00    0.00      14         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [32]
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a_1<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [33]
                0.00    0.00      42/42          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__niter_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [110]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [32]
[33]     0.0    0.00    0.00      14         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a_1<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [33]
                0.00    0.00      63/63          void std::__relocate_object_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [29]
                0.00    0.00     126/239         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [94]
-----------------------------------------------
                0.00    0.00      50/50          void std::_Destroy_aux<false>::__destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [35]
[34]     0.0    0.00    0.00      50         void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [34]
                0.00    0.00      50/100119      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~vector() [10]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [37]
[35]     0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [35]
                0.00    0.00      50/50          void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [34]
                0.00    0.00      50/239         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [94]
-----------------------------------------------
                0.00    0.00       1/1           run_simulation(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, double, double, double, int, double, int) [2]
[36]     0.0    0.00    0.00       1         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [36]
                0.00    0.00       1/1           void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [37]
                0.00    0.00       1/15          std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() [128]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~_Vector_base() [204]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [36]
[37]     0.0    0.00    0.00       1         void std::_Destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [37]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [35]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[38]     0.0    0.00    0.00       1         read_xyz(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [38]
                0.00    0.00    2400/481537272     std::array<double, 3ul>::operator[](unsigned long) [5]
                0.00    0.00     800/800         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::push_back(std::array<double, 3ul> const&) [39]
                0.00    0.00       1/100119      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~vector() [10]
                0.00    0.00       1/1           std::pair<std::__strip_reference_wrapper<std::decay<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&>::type>::__type, std::__strip_reference_wrapper<std::decay<double&>::type>::__type> std::make_pair<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&, double&) [43]
                0.00    0.00       1/1           std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector() [222]
-----------------------------------------------
                0.00    0.00     800/800         read_xyz(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [38]
[39]     0.0    0.00    0.00     800         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::push_back(std::array<double, 3ul> const&) [39]
                0.00    0.00      11/11          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [40]
